# in Cohort,% Dropped Out,% Graduated,% H.S. Equiv.,% Non-Grad Completers,% Permanently Excluded,% Still in School,District Code,District Name,Year
       477,1.7,95.8,0.0,0.0,0.0,2.5,6000000,Acton-Boxborough,2017
        78,5.1,79.5,0.0,0.0,0.0,15.4,6030000,Adams-Cheshire,2017
       127,0.0,97.6,1.6,0.0,0.0,0.8,4300000,Advanced Math and Science Academy Charter (District),2017
       334,3.6,90.7,0.6,1.5,0.0,3.6,50000,Agawam,2017
       175,3.4,88.0,0.6,0.6,0.0,7.4,70000,Amesbury,2017
       239,2.5,92.5,2.1,0.0,0.0,2.9,6050000,Amherst-Pelham,2017
       477,0.0,95.8,0.4,0.0,0.0,3.8,90000,Andover,2017
       305,1.0,95.4,0.3,0.0,0.0,3.3,100000,Arlington,2017
       173,1.7,94.2,0.6,0.0,0.0,3.5,6100000,Ashburnham-Westminster,2017
       191,1.6,95.3,0.5,0.0,0.0,2.6,140000,Ashland,2017
       264,1.1,98.1,0.0,0.0,0.0,0.8,8010000,Assabet Valley Regional Vocational Technical,2017
        82,9.8,74.4,2.4,2.4,0.0,11.0,6150000,Athol-Royalston,2017
       420,5.2,89.5,0.2,0.7,0.0,4.3,160000,Attleboro,2017
       161,3.7,93.2,1.2,0.0,0.0,1.9,170000,Auburn,2017
        51,5.9,92.2,0.0,0.0,0.0,2.0,180000,Avon,2017
        90,5.6,90.0,0.0,0.0,0.0,4.4,6160000,Ayer Shirley School District,2017
       392,5.9,86.0,0.5,1.8,0.0,5.9,200000,Barnstable,2017
       215,0.5,96.7,0.5,0.0,0.0,2.3,230000,Bedford,2017
       173,2.3,96.0,0.0,0.0,0.0,1.7,240000,Belchertown,2017
       143,1.4,91.6,0.0,0.7,0.0,6.3,250000,Bellingham,2017
       297,1.3,96.6,0.0,0.0,0.0,2.0,260000,Belmont,2017
        16,6.3,87.5,0.0,0.0,0.0,6.3,4140000,Berkshire Arts and Technology Charter Public (District),2017
       146,2.1,95.2,0.0,0.7,0.0,2.1,6180000,Berkshire Hills,2017
        88,1.1,95.5,0.0,0.0,0.0,3.4,6200000,Berlin-Boylston,2017
       346,3.5,88.4,0.3,1.4,0.0,6.4,300000,Beverly,2017
       324,6.5,85.2,0.3,0.6,0.0,7.4,310000,Billerica,2017
       288,0.0,99.3,0.0,0.0,0.0,0.7,8050000,Blackstone Valley Regional Vocational Technical,2017
       121,4.1,92.6,0.8,0.0,0.0,2.5,6220000,Blackstone-Millville,2017
       219,1.4,96.3,0.5,0.0,0.0,1.8,8060000,Blue Hills Regional Vocational Technical,2017
"     4,111",10.3,72.7,1.2,1.4,0.0,14.4,350000,Boston,2017
        65,0.0,95.4,0.0,0.0,0.0,4.6,4490000,Boston Collegiate Charter (District),2017
       134,24.6,11.2,0.7,0.0,0.0,63.4,4240000,Boston Day and Evening Academy Charter (District),2017
        67,1.5,74.6,1.5,0.0,0.0,22.4,4110000,Boston Green Academy Horace Mann Charter School (District),2017
        43,0.0,86.0,0.0,0.0,0.0,14.0,4160000,Boston Preparatory Charter Public (District),2017
       101,5.0,92.1,2.0,0.0,0.0,1.0,360000,Bourne,2017
       400,1.5,95.5,0.0,0.0,0.0,3.0,400000,Braintree,2017
       414,4.3,91.5,0.0,1.7,0.0,2.4,6250000,Bridgewater-Raynham,2017
       107,0.0,100.0,0.0,0.0,0.0,0.0,9100000,Bristol County Agricultural,2017
       317,0.3,98.7,0.3,0.0,0.0,0.6,8100000,Bristol-Plymouth Regional Vocational Technical,2017
"     1,297",8.6,77.7,0.4,7.0,0.0,6.2,440000,Brockton,2017
       476,1.5,93.5,0.8,0.0,0.0,4.2,460000,Brookline,2017
       264,0.4,95.5,2.3,0.0,0.0,1.9,480000,Burlington,2017
       497,2.8,89.7,0.0,0.8,0.0,6.6,490000,Cambridge,2017
       219,0.9,95.9,0.0,0.9,0.0,2.3,500000,Canton,2017
       147,4.8,89.8,0.7,0.0,0.7,4.1,8150000,Cape Cod Regional Vocational Technical,2017
       108,3.7,92.6,1.9,0.0,0.9,0.9,520000,Carver,2017
       142,2.8,91.5,1.4,1.4,0.0,2.8,6350000,Central Berkshire,2017
       379,1.1,95.5,0.0,0.3,0.0,3.2,560000,Chelmsford,2017
       440,23.4,57.3,1.6,3.4,0.0,14.3,570000,Chelsea,2017
       654,9.5,82.3,2.4,1.2,0.0,4.6,610000,Chicopee,2017
        52,1.9,80.8,3.8,0.0,1.9,11.5,4370000,City on a Hill Charter Public School Circuit Street (District),2017
        50,3.0,74.8,0.0,0.0,2.1,20.2,35040000,City on a Hill Charter Public School Dudley Square (District),2017
       100,1.0,95.0,1.0,0.0,0.0,3.0,640000,Clinton,2017
        33,9.1,81.8,3.0,0.0,0.0,6.1,4380000,Codman Academy Charter Public (District),2017
        90,0.0,100.0,0.0,0.0,0.0,0.0,650000,Cohasset,2017
        53,0.0,96.2,0.0,0.0,0.0,5.7,4360000,Community Charter School of Cambridge (District),2017
       322,0.0,96.6,0.0,0.0,0.0,3.4,6400000,Concord-Carlisle,2017
       271,1.5,93.7,1.5,0.0,0.0,3.3,710000,Danvers,2017
       267,4.9,90.3,0.4,1.1,0.4,3.0,720000,Dartmouth,2017
       198,2.5,92.9,0.0,0.0,0.0,4.5,730000,Dedham,2017
       199,8.0,78.9,1.0,3.0,0.0,9.0,6450000,Dennis-Yarmouth,2017
       228,2.2,92.5,0.4,1.3,0.0,3.5,6500000,Dighton-Rehoboth,2017
       107,5.6,88.8,0.9,0.9,0.0,3.7,770000,Douglas,2017
       160,0.0,98.8,0.0,0.0,0.0,1.3,6550000,Dover-Sherborn,2017
       208,3.8,90.4,1.0,2.9,0.0,1.9,790000,Dracut,2017
       303,1.7,94.1,1.0,0.3,0.0,3.0,6580000,Dudley-Charlton Reg,2017
       276,0.0,97.8,0.0,0.0,0.0,2.2,820000,Duxbury,2017
       184,2.2,96.2,0.0,0.0,0.0,1.6,830000,East Bridgewater,2017
       228,2.6,94.7,0.4,0.4,0.0,1.8,870000,East Longmeadow,2017
       111,4.5,92.8,1.8,0.0,0.0,0.9,860000,Easthampton,2017
       298,0.0,98.3,0.3,0.0,0.0,1.3,880000,Easton,2017
        86,1.2,95.3,0.0,0.0,0.0,3.5,4520000,Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District),2017
       255,1.6,97.3,0.0,0.0,0.0,1.2,8170000,Essex North Shore Agricultural and Technical School District,2017
       574,11.8,77.5,0.7,3.3,0.0,6.6,930000,Everett,2017
       161,6.2,87.0,0.0,1.9,0.0,5.0,940000,Fairhaven,2017
       335,14.6,71.2,3.9,6.4,0.0,3.9,950000,Fall River,2017
       246,3.7,91.9,1.6,0.8,0.0,2.0,960000,Falmouth,2017
       372,8.9,76.9,1.3,3.0,0.0,9.9,970000,Fitchburg,2017
        39,2.6,84.6,10.3,0.0,0.0,2.6,4130000,Four Rivers Charter Public (District),2017
       213,0.0,99.5,0.0,0.0,0.0,0.5,990000,Foxborough,2017
        61,1.6,96.7,0.0,0.0,0.0,1.6,4460000,Foxborough Regional Charter (District),2017
       574,7.7,82.6,0.0,1.6,0.0,8.2,1000000,Framingham,2017
        62,1.6,88.7,0.0,0.0,0.0,9.7,4780000,Francis W. Parker Charter Essential (District),2017
       410,0.5,95.6,0.5,0.5,0.0,2.9,1010000,Franklin,2017
       123,7.3,88.6,0.8,0.0,0.0,3.3,8180000,Franklin County Regional Vocational Technical,2017
       161,4.3,92.5,0.0,0.0,0.0,3.1,6650000,Freetown-Lakeville,2017
        93,5.4,88.2,1.1,0.0,0.0,5.4,6700000,Frontier,2017
       152,7.2,81.6,0.0,4.6,0.0,6.6,1030000,Gardner,2017
        60,6.7,88.3,0.0,1.7,0.0,3.3,6720000,Gateway,2017
        93,4.3,95.7,0.0,0.0,0.0,0.0,1050000,Georgetown,2017
        60,10.0,85.0,1.7,0.0,0.0,3.3,6740000,Gill-Montague,2017
        51,2.0,96.1,0.0,0.0,0.0,2.0,4960000,Global Learning Charter Public (District),2017
       204,3.4,88.7,1.0,0.0,0.0,6.9,1070000,Gloucester,2017
       193,2.6,92.7,1.0,0.5,0.0,3.1,1100000,Grafton,2017
        82,1.2,95.1,1.2,1.2,1.2,0.0,1110000,Granby,2017
       338,1.5,97.6,0.0,0.6,0.0,0.3,8210000,Greater Fall River Regional Vocational Technical,2017
       330,3.3,93.0,0.6,1.5,0.0,1.5,8230000,Greater Lawrence Regional Vocational Technical,2017
       487,1.4,96.1,0.2,0.0,0.0,2.3,8280000,Greater Lowell Regional Vocational Technical,2017
       539,7.4,89.8,0.0,0.6,0.7,1.5,8250000,Greater New Bedford Regional Vocational Technical,2017
       110,13.6,74.5,0.9,4.5,0.0,6.4,1140000,Greenfield,2017
       216,0.9,98.1,0.5,0.0,0.0,0.5,6730000,Groton-Dunstable,2017
        48,4.2,93.8,0.0,0.0,0.0,2.1,1170000,Hadley,2017
       157,0.6,98.7,0.0,0.0,0.0,0.6,6750000,Hamilton-Wenham,2017
        37,0.0,97.3,0.0,0.0,0.0,2.7,4990000,Hampden Charter School of Science (District),2017
       292,1.0,96.2,0.0,0.7,0.3,1.7,6800000,Hampden-Wilbraham,2017
       119,0.0,97.5,0.0,0.0,0.0,2.5,6830000,Hampshire,2017
       201,0.0,97.0,0.0,0.0,0.0,3.0,1220000,Hanover,2017
       111,0.9,95.5,1.8,0.0,0.0,1.8,1250000,Harvard,2017
        29,0.0,100.0,0.0,0.0,0.0,0.0,1270000,Hatfield,2017
       525,10.7,80.0,1.1,2.1,0.0,6.1,1280000,Haverhill,2017
       303,1.3,96.0,0.0,0.0,0.0,2.6,1310000,Hingham,2017
        70,11.4,81.4,1.4,0.0,0.0,5.7,1330000,Holbrook,2017
       214,1.4,95.3,0.5,0.0,0.0,2.8,1360000,Holliston,2017
       386,13.0,69.9,0.3,7.0,0.0,9.8,1370000,Holyoke,2017
        89,1.1,97.8,0.0,0.0,0.0,1.1,1380000,Hopedale,2017
       278,0.0,99.3,0.0,0.4,0.0,0.4,1390000,Hopkinton,2017
       167,7.2,79.0,3.0,1.8,0.0,9.0,1410000,Hudson,2017
        88,0.0,93.2,0.0,0.0,0.0,6.8,1420000,Hull,2017
        96,1.0,90.6,4.2,0.0,0.0,4.2,4350000,Innovation Academy Charter (District),2017
       163,1.2,95.1,0.6,0.0,0.0,3.1,1440000,Ipswich,2017
       324,1.5,93.5,0.3,0.0,0.0,4.6,6900000,King Philip,2017
        96,2.1,87.5,0.0,0.0,0.0,10.4,4290000,KIPP Academy Lynn Charter (District),2017
       943,11.1,71.7,1.4,4.2,0.0,11.6,1490000,Lawrence,2017
        70,4.3,80.0,2.9,0.0,0.0,12.9,1500000,Lee,2017
       105,1.9,90.5,1.0,0.0,0.0,6.7,1510000,Leicester,2017
        64,1.6,96.9,0.0,0.0,0.0,1.6,1520000,Lenox,2017
       434,3.7,88.7,0.2,1.4,0.0,6.0,1530000,Leominster,2017
       529,0.2,98.5,0.2,0.2,0.0,0.9,1550000,Lexington,2017
       449,0.2,97.1,0.0,0.4,0.0,2.2,6950000,Lincoln-Sudbury,2017
       122,0.8,95.9,0.0,0.0,0.0,3.3,1580000,Littleton,2017
       226,0.4,98.2,0.4,0.0,0.0,0.9,1590000,Longmeadow,2017
       782,6.5,82.4,0.6,3.1,0.0,7.4,1600000,Lowell,2017
        50,50.0,14.0,10.0,0.0,0.0,26.0,4580000,Lowell Middlesex Academy Charter (District),2017
       223,2.2,92.8,0.4,1.8,0.0,2.7,1610000,Ludlow,2017
       101,2.0,96.0,0.0,0.0,0.0,2.0,1620000,Lunenburg,2017
"     1,124",15.0,73.7,1.0,2.0,0.0,8.4,1630000,Lynn,2017
       156,0.0,97.4,0.0,0.6,0.0,1.9,1640000,Lynnfield,2017
        49,0.0,100.0,0.0,0.0,0.0,0.0,4680000,Ma Academy for Math and Science,2017
       490,6.7,83.3,1.2,1.4,0.0,7.3,1650000,Malden,2017
       112,1.8,97.3,0.0,0.9,0.0,0.0,6980000,Manchester Essex Regional,2017
       342,1.5,95.3,0.0,0.3,0.0,2.9,1670000,Mansfield,2017
       282,1.1,96.8,0.0,0.0,0.0,2.1,1680000,Marblehead,2017
       265,6.0,85.3,0.4,1.1,0.0,7.2,1700000,Marlborough,2017
       320,0.3,95.3,0.3,1.3,0.0,2.8,1710000,Marshfield,2017
       180,2.2,92.2,2.2,1.7,0.0,1.7,7000000,Martha's Vineyard,2017
        15,6.7,80.0,0.0,6.7,0.0,6.7,4660000,Martha's Vineyard Charter (District),2017
       338,0.0,97.6,0.6,0.3,0.0,1.5,7050000,Masconomet,2017
       110,3.6,89.1,2.7,0.0,0.0,4.5,1720000,Mashpee,2017
        57,35.1,31.6,10.5,1.8,0.0,21.1,39010000,Massachusetts Virtual Academy at Greenfield Commonwealth Virtual District,2017
        60,0.0,63.3,0.0,0.0,0.0,36.7,4690000,MATCH Charter Public School (District),2017
        87,4.6,90.8,2.3,1.1,0.0,1.1,1740000,Maynard,2017
       223,0.9,97.8,0.4,0.0,0.0,0.9,1750000,Medfield,2017
       312,4.5,89.7,0.6,0.3,0.0,4.8,1760000,Medford,2017
       192,1.0,95.8,0.0,0.0,0.0,3.1,1770000,Medway,2017
       245,0.8,97.6,0.0,0.0,0.0,1.6,1780000,Melrose,2017
       129,3.1,91.5,0.8,0.0,0.0,4.7,7100000,Mendon-Upton,2017
       459,5.2,85.8,0.9,4.1,0.0,3.9,1810000,Methuen,2017
       182,3.3,90.7,0.0,0.5,0.5,4.9,1820000,Middleborough,2017
       285,6.0,86.7,1.4,1.8,0.0,4.2,1850000,Milford,2017
       109,4.6,92.7,0.0,0.9,0.0,1.8,1860000,Millbury,2017
        91,0.0,96.7,0.0,0.0,0.0,3.3,1870000,Millis,2017
       249,1.2,95.2,0.4,0.0,0.0,3.2,1890000,Milton,2017
       167,4.2,92.2,0.0,0.6,0.0,3.0,8300000,Minuteman Regional Vocational Technical,2017
        61,4.9,78.7,3.3,0.0,0.0,13.1,7170000,Mohawk Trail,2017
       122,4.9,90.2,0.0,0.8,0.0,4.1,7120000,Monomoy Regional School District,2017
        88,4.5,90.9,1.1,2.3,0.0,1.1,1910000,Monson,2017
       356,0.8,98.0,0.0,0.0,0.0,1.1,8320000,Montachusett Regional Vocational Technical,2017
        94,4.3,92.6,0.0,0.0,0.0,3.2,7150000,Mount Greylock,2017
        96,0.0,100.0,0.0,0.0,0.0,0.0,4700000,Mystic Valley Regional Charter (District),2017
       121,7.4,83.5,0.0,3.3,0.0,5.8,1970000,Nantucket,2017
        89,6.7,84.3,3.4,1.1,0.0,4.5,7200000,Narragansett,2017
       258,3.1,94.6,0.0,0.0,0.0,2.3,7250000,Nashoba,2017
       188,0.0,99.5,0.0,0.0,0.0,0.5,8520000,Nashoba Valley Regional Vocational Technical,2017
       380,1.8,95.5,0.0,0.5,0.0,2.1,1980000,Natick,2017
       249,1.2,96.0,0.8,0.0,0.0,2.0,6600000,Nauset,2017
       412,0.2,97.6,0.2,0.0,0.0,1.9,1990000,Needham,2017
       634,18.0,59.1,2.1,11.5,0.0,9.3,2010000,New Bedford,2017
       217,2.3,94.0,1.4,0.5,0.0,1.8,2040000,Newburyport,2017
       947,0.4,96.0,0.5,0.0,0.0,3.1,2070000,Newton,2017
       120,0.0,100.0,0.0,0.0,0.0,0.0,9150000,Norfolk County Agricultural,2017
        93,14.0,76.3,4.3,3.2,0.0,2.2,2090000,North Adams,2017
       329,0.6,95.7,0.0,0.6,0.0,3.0,2110000,North Andover,2017
       285,2.8,92.6,0.4,0.0,0.0,4.2,2120000,North Attleborough,2017
        32,3.1,90.6,0.0,0.0,0.0,6.3,2150000,North Brookfield,2017
       203,2.0,94.6,0.0,0.0,0.0,3.4,7350000,North Middlesex,2017
       189,0.5,97.9,0.5,0.0,0.0,1.1,2170000,North Reading,2017
       228,1.8,96.9,0.0,0.9,0.0,0.4,2100000,Northampton,2017
       115,5.2,91.3,0.9,0.9,0.0,1.7,4060000,Northampton-Smith Vocational Agricultural,2017
       361,0.8,98.1,0.3,0.0,0.0,0.8,7300000,Northboro-Southboro,2017
       139,2.2,93.5,2.9,0.0,0.0,1.4,2140000,Northbridge,2017
       297,0.3,99.0,0.0,0.0,0.3,0.3,8530000,Northeast Metropolitan Regional Vocational Technical,2017
       122,2.5,91.8,0.0,0.0,0.0,5.7,8510000,Northern Berkshire Regional Vocational Technical,2017
       208,4.3,91.3,0.5,0.0,0.0,3.8,2180000,Norton,2017
       180,0.6,99.4,0.0,0.0,0.0,0.0,2190000,Norwell,2017
       261,3.8,86.6,0.8,1.9,0.0,6.9,2200000,Norwood,2017
       135,1.5,97.8,0.7,0.0,0.0,0.0,8550000,Old Colony Regional Vocational Technical,2017
       180,1.7,95.0,0.6,0.0,0.0,2.8,7400000,Old Rochester,2017
       101,4.0,88.1,1.0,1.0,0.0,5.9,2260000,Oxford,2017
        86,5.8,86.0,1.2,1.2,0.0,5.8,2270000,Palmer,2017
       132,1.5,93.9,0.0,0.8,0.0,3.8,8600000,Pathfinder Regional Vocational Technical,2017
        71,2.8,86.0,0.0,0.0,0.0,11.3,35010000,Paulo Freire Social Justice Charter School (District),2017
       449,6.5,86.4,0.7,0.2,0.0,6.2,2290000,Peabody,2017
       243,2.5,90.5,1.2,0.4,0.0,5.3,2310000,Pembroke,2017
       188,1.1,95.2,1.6,1.1,0.0,1.1,7450000,Pentucket,2017
        50,29.6,21.9,2.4,0.0,0.0,46.2,35080000,Phoenix Academy Public Charter High School Springfield (District),2017
        67,58.2,14.9,11.9,0.0,0.0,14.9,4930000,Phoenix Charter Academy (District),2017
        40,0.0,97.5,0.0,0.0,0.0,2.5,4940000,Pioneer Charter School of Science (District),2017
        11,0.0,100.0,0.0,0.0,0.0,0.0,35060000,Pioneer Charter School of Science II (PCSS-II) (District),2017
        72,0.0,95.8,0.0,1.4,0.0,2.8,7500000,Pioneer Valley,2017
        11,0.0,100.0,0.0,0.0,0.0,0.0,4970000,Pioneer Valley Chinese Immersion Charter (District),2017
        58,5.2,89.7,0.0,0.0,0.0,5.2,4790000,Pioneer Valley Performing Arts Charter Public (District),2017
       459,6.1,84.3,2.0,1.7,0.0,5.9,2360000,Pittsfield,2017
       559,3.9,92.3,0.5,0.2,0.0,3.0,2390000,Plymouth,2017
        65,1.5,92.3,0.0,0.0,0.0,6.2,4870000,Prospect Hill Academy Charter (District),2017
       192,10.9,83.3,2.6,0.0,0.0,3.1,7530000,Quabbin,2017
       105,6.7,87.6,0.0,1.0,0.0,4.8,7780000,Quaboag Regional,2017
       674,2.7,92.7,0.7,0.0,0.0,3.9,2430000,Quincy,2017
       149,9.4,77.9,2.0,0.0,0.0,10.7,7550000,Ralph C Mahar,2017
       180,4.4,76.7,1.7,6.7,0.0,10.6,2440000,Randolph,2017
       359,1.1,96.4,0.0,0.3,0.0,2.2,2460000,Reading,2017
       480,9.2,79.8,0.8,3.1,0.2,6.9,2480000,Revere,2017
        71,0.0,97.2,0.0,0.0,0.0,2.8,4830000,Rising Tide Charter Public (District),2017
       156,5.1,89.1,0.0,0.0,0.0,5.8,2510000,Rockland,2017
        83,1.2,94.0,0.0,0.0,0.0,4.8,2520000,Rockport,2017
       101,1.0,99.0,0.0,0.0,0.0,0.0,4410000,Sabis International Charter (District),2017
       261,6.9,81.6,0.8,2.3,0.0,8.4,2580000,Salem,2017
        39,0.0,92.3,0.0,0.0,0.0,7.7,4850000,Salem Academy Charter (District),2017
       191,1.6,94.8,0.5,0.5,0.0,2.6,2610000,Sandwich,2017
       212,5.7,89.2,0.9,0.0,0.0,4.2,2620000,Saugus,2017
       248,1.2,94.8,0.4,0.4,0.0,3.2,2640000,Scituate,2017
       143,1.4,96.5,0.0,0.0,0.0,2.1,2650000,Seekonk,2017
       264,0.8,95.1,0.0,0.8,0.0,3.4,2660000,Sharon,2017
       332,0.9,97.0,0.0,0.0,0.0,2.1,8710000,Shawsheen Valley Regional Vocational Technical,2017
       414,1.0,96.1,0.7,0.2,0.0,1.9,2710000,Shrewsbury,2017
       274,2.6,96.7,0.4,0.0,0.0,0.4,7600000,Silver Lake,2017
        52,9.6,75.0,5.8,0.0,0.0,9.6,4740000,Sizer School: A North Central Charter Essential (District),2017
       239,1.7,92.9,0.8,0.8,0.0,3.8,7630000,Somerset Berkley Regional School District,2017
       329,7.0,84.2,0.3,0.9,0.0,7.6,2740000,Somerville,2017
       146,2.7,90.4,1.4,1.4,0.0,4.1,2780000,South Hadley,2017
       150,3.3,92.7,2.0,0.0,0.0,2.0,8290000,South Middlesex Regional Vocational Technical,2017
        49,0.0,95.9,2.0,0.0,0.0,2.0,4880000,South Shore Charter Public (District),2017
       139,1.4,93.5,0.0,0.0,0.0,5.0,8730000,South Shore Regional Vocational Technical,2017
       128,9.4,78.9,0.8,8.6,0.0,2.3,2770000,Southbridge,2017
       329,1.2,97.3,0.0,0.0,0.0,1.5,8720000,Southeastern Regional Vocational Technical,2017
        52,1.9,90.4,1.9,0.0,0.0,5.8,7650000,Southern Berkshire,2017
       248,1.6,95.6,0.4,0.0,0.0,2.4,8760000,Southern Worcester County Regional Vocational Technical,2017
       128,3.1,91.4,1.6,0.8,0.0,3.1,7660000,Southwick-Tolland-Granville Regional School District,2017
       118,7.6,84.7,0.0,0.0,0.0,7.6,7670000,Spencer-E Brookfield,2017
"     1,706",14.8,76.9,0.9,3.5,0.0,4.0,2810000,Springfield,2017
       182,3.8,93.4,0.0,0.0,0.0,2.7,2840000,Stoneham,2017
       239,3.8,92.1,0.0,0.0,0.0,4.2,2850000,Stoughton,2017
       180,0.6,96.7,0.0,0.0,0.0,2.8,4890000,Sturgis Charter Public (District),2017
       100,6.0,94.0,0.0,0.0,0.0,0.0,2900000,Sutton,2017
       191,3.1,94.8,0.0,0.0,0.0,2.1,2910000,Swampscott,2017
       131,3.1,93.9,0.0,0.0,0.0,3.1,2920000,Swansea,2017
       341,2.3,95.6,0.0,0.0,0.0,2.1,7700000,Tantasqua,2017
       512,5.1,88.7,0.0,2.1,0.0,4.1,2930000,Taunton,2017
       233,35.6,32.6,12.0,0.0,0.0,19.7,39020000,TEC Connections Academy Commonwealth Virtual School District,2017
       276,2.2,94.6,1.1,0.0,0.0,2.2,2950000,Tewksbury,2017
       235,2.1,97.0,0.0,0.0,0.0,0.9,8780000,Tri-County Regional Vocational Technical,2017
       185,5.9,86.5,2.7,0.0,0.0,4.9,7730000,Triton,2017
       131,0.8,97.7,0.0,0.0,0.0,1.5,3010000,Tyngsborough,2017
       167,0.6,97.6,0.6,0.0,0.0,1.2,8790000,Upper Cape Cod Regional Vocational Technical,2017
       162,9.3,84.6,0.6,0.0,0.0,5.6,3040000,Uxbridge,2017
       516,1.2,95.3,1.0,0.0,0.0,2.5,7750000,Wachusett,2017
       238,0.8,95.4,0.0,0.8,0.0,2.9,3050000,Wakefield,2017
       278,0.4,96.8,0.0,0.0,0.0,2.9,3070000,Walpole,2017
       401,7.5,83.5,0.2,4.0,0.0,4.7,3080000,Waltham,2017
        75,5.3,82.7,4.0,0.0,0.0,8.0,3090000,Ware,2017
       173,17.3,69.4,0.0,1.2,0.0,12.1,3100000,Wareham,2017
       172,3.5,91.9,0.6,0.0,0.0,4.1,3140000,Watertown,2017
       200,0.5,97.5,0.0,0.0,0.0,2.0,3150000,Wayland,2017
       111,18.9,72.1,2.7,0.0,0.0,6.3,3160000,Webster,2017
       358,0.6,96.4,0.0,0.0,0.0,3.1,3170000,Wellesley,2017
        62,3.2,93.5,0.0,0.0,0.0,3.2,3220000,West Boylston,2017
        98,0.0,96.9,0.0,1.0,0.0,2.0,3230000,West Bridgewater,2017
       310,5.2,89.4,0.6,0.0,0.0,4.8,3320000,West Springfield,2017
       242,0.4,98.3,0.0,0.0,0.0,1.2,3210000,Westborough,2017
       443,5.4,86.5,0.5,2.7,0.0,5.0,3250000,Westfield,2017
       407,0.5,97.1,0.2,0.0,0.0,2.2,3260000,Westford,2017
       179,0.0,98.9,0.0,0.0,0.0,1.1,3300000,Weston,2017
        86,5.8,94.2,0.0,0.0,0.0,0.0,3310000,Westport,2017
       257,0.4,96.1,0.4,0.0,0.0,3.1,3350000,Westwood,2017
       511,5.3,86.3,1.6,0.2,0.0,6.7,3360000,Weymouth,2017
       297,0.7,95.6,0.0,0.0,0.0,3.7,7800000,Whitman-Hanson,2017
       337,0.6,99.1,0.3,0.0,0.0,0.0,8850000,Whittier Regional Vocational Technical,2017
       233,1.3,96.6,0.0,0.9,0.0,1.3,3420000,Wilmington,2017
        82,11.0,76.8,1.2,1.2,0.0,9.8,3430000,Winchendon,2017
       274,0.0,98.5,0.0,0.0,0.0,1.5,3440000,Winchester,2017
       131,6.9,82.4,3.1,2.3,0.0,5.3,3460000,Winthrop,2017
       319,3.4,90.0,0.3,1.3,0.0,5.0,3470000,Woburn,2017
"     1,759",6.6,83.3,0.9,1.1,0.0,8.0,3480000,Worcester,2017
"    73,249",4.9,88.3,0.7,1.2,0.0,5.0,0,State Totals,2017
        91,1.1,98.9,0.0,0.0,0.0,0.0,4450000,Abby Kelley Foster Charter Public (District),2018
       134,1.5,91.8,0.0,0.0,0.0,6.7,10000,Abington,2018
        37,0.0,97.3,2.7,0.0,0.0,0.0,4120000,Academy Of the Pacific Rim Charter Public (District),2018
       460,0.7,96.1,0.4,0.0,0.0,2.8,6000000,Acton-Boxborough,2018
        83,3.6,88.0,3.6,0.0,0.0,4.8,6030000,Adams-Cheshire,2018
       102,0.0,99.0,0.0,0.0,0.0,1.0,4300000,Advanced Math and Science Academy Charter (District),2018
       291,3.8,93.1,0.7,0.0,0.0,2.4,50000,Agawam,2018
       160,6.9,83.1,0.6,0.6,0.0,8.8,70000,Amesbury,2018
       234,2.1,90.6,1.7,0.0,0.0,5.6,6050000,Amherst-Pelham,2018
       431,0.5,94.4,0.7,0.2,0.0,4.2,90000,Andover,2018
       330,2.1,93.0,1.2,0.0,0.3,3.3,100000,Arlington,2018
       180,1.1,95.6,0.0,0.0,0.0,3.3,6100000,Ashburnham-Westminster,2018
       186,1.1,94.6,1.1,0.5,0.0,2.7,140000,Ashland,2018
       256,0.8,95.3,0.8,0.0,0.0,3.1,8010000,Assabet Valley Regional Vocational Technical,2018
       113,8.0,75.2,2.7,2.7,0.0,11.5,6150000,Athol-Royalston,2018
        43,2.3,88.4,0.0,4.7,0.0,4.7,4910000,Atlantis Charter (District),2018
       432,3.2,90.5,0.0,0.7,0.0,5.6,160000,Attleboro,2018
       172,2.9,93.0,1.2,0.6,0.0,2.3,170000,Auburn,2018
        41,4.9,87.8,0.0,2.4,0.0,4.9,180000,Avon,2018
        93,6.5,91.4,0.0,1.1,0.0,1.1,6160000,Ayer Shirley School District,2018
       388,3.4,87.9,0.8,0.8,0.0,7.2,200000,Barnstable,2018
       226,0.0,95.1,1.3,0.0,0.4,3.1,230000,Bedford,2018
       172,2.9,93.6,0.0,0.0,0.0,3.5,240000,Belchertown,2018
       139,5.0,89.2,0.7,1.4,0.0,3.6,250000,Bellingham,2018
       340,0.0,97.9,0.0,0.0,0.0,2.1,260000,Belmont,2018
        32,0.0,90.6,0.0,0.0,0.0,9.4,4140000,Berkshire Arts and Technology Charter Public (District),2018
       128,3.9,89.8,0.8,0.0,0.0,5.5,6180000,Berkshire Hills,2018
        79,2.5,97.5,0.0,0.0,0.0,0.0,6200000,Berlin-Boylston,2018
       362,4.4,87.6,0.3,0.3,0.0,7.5,300000,Beverly,2018
       304,4.3,87.2,0.7,0.7,0.0,7.2,310000,Billerica,2018
       294,0.0,100.0,0.0,0.0,0.0,0.0,8050000,Blackstone Valley Regional Vocational Technical,2018
       100,9.0,87.0,1.0,0.0,0.0,3.0,6220000,Blackstone-Millville,2018
