grad_(%) in Cohort,grad_# Dropped Out,grad_# Graduated,grad_# H.S. Equiv.,grad_# Non-Grad Completers,grad_# Permanently Excluded,grad_# Still in School,District Code,Year,sal_Average Salary,sal_FTE Count,sal_Salary Totals,mcas_MCAS_Avg. Scaled Score_ELA,mcas_MCAS_Avg. Scaled Score_MATH,mcas_MCAS_Avg. Scaled Score_SCI,mcas_MCAS_SGP_ELA,mcas_MCAS_SGP_MATH,expend_In-District Expenditures,expend_In-District Expenditures per Pupil,expend_Total Expenditures,expend_Total Expenditures per Pupil,expend_Total In-district FTEs,expend_Total Pupil FTEs,age_26-32 yrs ((%)),age_33-40 yrs ((%)),age_41-48 yrs ((%)),age_49-56 yrs ((%)),age_57-64 yrs ((%)),age_<26 yrs ((%) ),age_Over 64 yrs ((%)),prog_Career Technical Education ((%)),prog_English Learners ((%)),prog_General Education ((%)),prog_Special Education ((%)),demo_American Indian or Alaska Native,demo_Asian,demo_Black or African American,demo_Female,demo_Hispanic or Latino,demo_Male,"demo_Multi-Race, Not Hispanic or Latino",demo_Native Hawaiian or Other Pacific Islander,demo_Nonbinary,demo_White,sat_Math,sat_Reading,sat_Reading / Writing,sat_Tests Taken,District Name,sat_Reading_Merged
       388,3.4,87.9,0.8,0.8,0.0,7.2,00200000,2018,"  $80,672",    370.0,"     $29,864,720",498.0,496.7,,45.0,46.9,"          $77,871,232.36","              $16,111.07","          $88,673,255.07","              $15,762.45","           4,833.4","           5,625.6",13.9,15.9,21.7,29.2,16.0,1.3,2.0,0.0,4.3,82.1,13.6,0.4,2.0,7.7,48.8,12.9,51.2,4.8,0.2,,72.0,557.0,,566.0,     341,Barnstable,566.0
       226,0.0,95.1,1.3,0.0,0.4,3.1,00230000,2018,"  $89,004",    236.0,"     $21,022,795",511.0,509.6,,55.9,54.1,"          $46,308,487.16","              $17,595.08","          $50,864,772.86","              $18,903.22","           2,631.9","           2,690.8",20.4,27.8,22.5,16.8,5.8,5.0,1.7,0.0,0.8,83.9,15.3,0.0,15.9,6.1,49.3,5.9,50.6,5.3,0.1,,66.8,592.0,,596.0,     229,Bedford,596.0
       172,2.9,93.6,0.0,0.0,0.0,3.5,00240000,2018,"  $67,973",    165.0,"     $11,245,519",498.3,494.1,,44.4,46.3,"          $30,556,572.02","              $13,250.32","          $33,760,552.79","              $13,575.36","           2,306.1","           2,486.9",10.7,23.9,30.1,18.7,10.9,2.2,3.6,0.0,0.6,82.6,16.7,0.3,1.8,1.9,49.2,4.1,50.8,2.6,0.2,,89.2,569.0,,570.0,     146,Belchertown,570.0
       139,5.0,89.2,0.7,1.4,0.0,3.6,00250000,2018,"  $74,764",    172.0,"     $12,881,902",497.3,496.2,,44.7,45.9,"          $34,045,801.31","              $15,027.28","          $38,570,307.17","              $15,581.44","           2,265.6","           2,475.4",10.1,24.2,20.6,20.2,16.2,2.8,5.8,0.0,0.0,84.4,15.6,0.2,2.8,2.1,48.9,4.3,51.1,2.1,0.4,,88.1,534.0,,534.0,     131,Bellingham,534.0
       340,0.0,97.9,0.0,0.0,0.0,2.1,00260000,2018,"  $90,616",    274.0,"     $24,846,861",515.8,516.7,,57.8,58.8,"          $58,317,100.50","              $12,736.61","          $66,904,967.75","              $14,246.31","           4,578.7","           4,696.3",25.9,38.3,16.5,11.5,5.7,2.1,0.0,0.0,3.2,87.7,9.1,0.1,19.1,3.4,49.4,4.3,50.6,6.8,0.1,,66.2,638.0,,618.0,     366,Belmont,618.0
        32,0.0,90.6,0.0,0.0,0.0,9.4,04140000,2018,,,,499.7,501.4,,58.4,59.4,"           $6,098,146.14","              $17,389.49","           $6,098,146.14","              $17,389.49",             350.7,             350.7,22.7,24.5,28.2,15.2,7.1,2.3,0.0,0.0,0.0,85.9,14.1,0.3,3.4,12.4,50.0,8.8,50.0,4.2,0.3,,70.6,533.0,,568.0,      35,Berkshire Arts and Technology Charter Public (District),568.0
       128,3.9,89.8,0.8,0.0,0.0,5.5,06180000,2018,"  $73,632",    111.0,"      $8,195,278",498.4,494.5,,47.4,50.5,"          $25,890,990.58","              $20,889.94","          $28,126,286.67","              $20,668.93","           1,239.4","           1,360.8",10.5,20.0,27.1,22.8,14.4,4.2,1.1,3.8,0.9,88.9,6.3,0.1,2.7,1.7,48.0,8.2,52.0,5.3,0.2,,81.9,560.0,,594.0,     120,Berkshire Hills,594.0
        79,2.5,97.5,0.0,0.0,0.0,0.0,06200000,2018,"  $73,468",     47.0,"      $3,416,313",502.2,502.3,,46.0,52.0,"           $8,334,298.00","              $14,169.16","          $10,108,002.31","              $15,883.10",             588.2,             636.4,13.0,17.9,25.3,17.5,24.3,2.0,0.0,0.0,0.0,97.4,2.6,0.0,3.0,1.9,45.8,3.5,54.2,2.5,0.0,,89.1,592.0,,570.0,      97,Berlin-Boylston,570.0
       362,4.4,87.6,0.3,0.3,0.0,7.5,00300000,2018,"  $74,435",    330.0,"     $24,533,710",502.3,499.9,,48.9,54.3,"          $61,304,378.49","              $13,479.12","          $69,646,336.33","              $14,735.29","           4,548.1","           4,726.5",21.9,24.7,21.5,16.0,11.0,4.1,0.8,0.0,1.5,85.8,12.7,0.0,2.5,3.0,48.0,12.8,52.0,3.6,0.1,,77.9,551.0,,565.0,     321,Beverly,565.0
       304,4.3,87.2,0.7,0.7,0.0,7.2,00310000,2018,"  $83,185",    379.0,"     $31,485,547",500.8,500.1,,49.9,50.3,"          $76,966,823.00","              $16,094.10","          $83,639,836.65","              $16,564.97","           4,782.3","           5,049.2",15.6,25.6,24.8,20.4,9.8,2.5,1.3,0.0,0.0,89.6,10.4,0.1,7.4,4.0,49.0,6.0,51.0,2.7,0.1,,79.6,555.0,,547.0,     315,Billerica,547.0
       294,0.0,100.0,0.0,0.0,0.0,0.0,08050000,2018,"  $76,677",    101.0,"      $7,759,731",,,,,,"          $23,729,895.90","              $19,261.28","          $23,751,401.85","              $19,216.34","           1,232.0","           1,236.0",22.7,11.6,16.6,33.0,9.6,5.3,1.1,48.3,1.0,50.7,0.0,0.0,1.4,0.4,49.9,3.4,50.1,1.8,0.0,,93.0,552.0,,562.0,     349,Blackstone Valley Regional Vocational Technical,562.0
       100,9.0,87.0,1.0,0.0,0.0,3.0,06220000,2018,"  $68,881",    134.0,"      $9,236,975",497.1,495.7,,42.2,49.3,"          $23,353,305.00","              $13,783.45","          $25,743,434.34","              $14,140.08","           1,694.3","           1,820.6",17.2,19.8,27.5,18.5,15.3,1.7,0.0,0.0,1.5,86.0,12.5,0.1,1.1,1.3,48.7,6.1,51.3,3.6,0.0,,87.9,535.0,,537.0,      89,Blackstone-Millville,537.0
       210,0.5,97.6,0.0,0.0,0.0,1.9,08060000,2018,"  $81,195",     86.0,"      $6,982,777",,,,,,"          $20,314,304.40","              $22,817.37","          $20,314,306.25","              $22,817.37",             890.3,             890.3,27.8,27.8,19.4,13.9,5.6,5.6,0.0,49.8,0.2,41.4,8.5,0.7,0.9,22.0,44.6,12.4,55.4,4.4,0.1,,59.4,497.0,,505.0,     117,Blue Hills Regional Vocational Technical,505.0
"     4,179",10.8,75.1,1.0,0.5,0.0,12.6,00350000,2018," $101,811","  4,266.0","    $434,326,612",491.1,488.9,,49.3,47.3,"       $1,215,099,780.00","              $22,747.90","       $1,473,857,399.82","              $21,903.62","          53,415.9","          67,288.3",23.1,25.9,19.9,15.1,9.6,5.1,1.4,1.4,5.2,93.3,0.1,0.3,9.0,31.5,48.2,41.9,51.8,3.0,0.2,,14.2,513.0,,496.0,"   4,119",Boston,496.0
        75,0.0,97.3,0.0,0.0,0.0,2.7,04490000,2018,,,,496.6,497.7,,53.5,58.4,"          $13,461,648.53","              $19,307.33","          $13,461,648.53","              $19,307.33",             697.2,             697.2,47.1,20.9,10.8,5.9,0.0,15.2,0.0,0.0,0.0,98.0,2.0,0.6,2.0,29.4,51.3,18.3,48.7,2.3,0.0,,47.4,561.0,,550.0,     100,Boston Collegiate Charter (District),550.0
       140,27.9,7.9,1.4,0.0,0.0,62.9,04240000,2018,,,,,,,,,"           $6,377,020.49","              $15,880.45","           $6,377,020.49","              $15,880.45",             401.6,             401.6,17.1,18.4,26.3,11.8,2.6,18.4,5.3,1.1,0.0,98.9,0.0,0.5,1.2,45.0,53.5,43.6,46.5,4.2,0.0,,5.4,461.0,,472.0,      35,Boston Day and Evening Academy Charter (District),472.0
        62,16.1,75.8,0.0,0.0,0.0,8.1,04110000,2018,,,,483.5,477.6,,48.8,45.5,"           $7,683,791.86","              $16,381.61","           $7,683,791.86","              $16,381.61",             469.1,             469.1,31.4,44.9,8.0,4.9,2.5,8.3,0.0,0.0,0.0,100.0,0.0,0.4,2.3,50.3,47.1,37.6,52.9,2.1,0.0,,7.2,429.0,,431.0,      72,Boston Green Academy Horace Mann Charter School (District),431.0
        51,0.0,84.3,0.0,0.0,0.0,15.7,04160000,2018,,,,494.3,494.8,,56.9,60.6,"          $10,079,221.00","              $21,931.85","          $10,079,221.00","              $21,931.85",             459.6,             459.6,59.2,8.0,5.7,0.0,0.0,27.1,0.0,0.0,6.4,89.9,3.6,0.0,0.9,67.0,48.2,28.1,51.8,1.9,0.2,,1.9,517.0,,489.0,     101,Boston Preparatory Charter Public (District),489.0
       114,2.6,92.1,0.0,0.0,0.0,5.3,00360000,2018,"  $80,186",    150.0,"     $12,024,119",499.2,494.0,,49.7,46.9,"          $30,662,202.00","              $15,645.58","          $35,454,622.77","              $15,782.86","           1,959.8","           2,246.4",14.9,18.1,22.7,23.1,12.4,4.5,4.2,0.0,0.0,98.9,1.1,1.0,1.6,1.9,50.6,4.5,49.4,2.9,0.2,,87.9,545.0,,552.0,     119,Bourne,552.0
       433,2.1,93.3,0.9,0.0,0.0,3.7,00400000,2018,"  $79,863",    433.0,"     $34,556,891",507.7,504.8,,50.1,51.4,"          $82,526,210.53","              $14,045.10","          $88,696,483.65","              $14,865.00","           5,875.8","           5,966.8",25.8,29.0,19.0,12.1,8.3,5.2,0.6,0.0,2.6,78.4,19.0,0.3,17.3,4.8,49.6,4.6,50.4,1.3,0.1,,71.6,583.0,,570.0,     509,Braintree,570.0
       364,1.6,94.0,0.0,0.3,0.0,4.1,06250000,2018,"  $85,388",    331.0,"     $28,255,049",503.5,503.1,,49.2,53.9,"          $68,656,636.62","              $12,832.06","          $75,718,813.53","              $13,611.39","           5,350.4","           5,562.9",23.0,22.7,19.4,19.1,10.9,3.6,1.2,0.0,0.5,92.0,7.5,0.1,1.8,4.6,48.3,0.3,51.7,3.9,0.2,,89.2,561.0,,555.0,     431,Bridgewater-Raynham,555.0
       106,0.0,100.0,0.0,0.0,0.0,0.0,09100000,2018,"  $70,003",     36.0,"      $2,492,103",,,,,,"           $9,827,818.69","              $21,528.63","           $9,827,819.95","              $21,528.63",             456.5,             456.5,25.3,25.3,14.6,20.9,8.2,2.5,3.2,49.7,0.0,44.1,6.2,0.0,0.0,1.1,70.8,4.2,28.7,2.6,0.0,,92.1,525.0,,542.0,      95,Bristol County Agricultural,542.0
       292,2.7,95.2,0.3,0.3,0.0,1.4,08100000,2018,"  $90,893",    101.0,"      $9,193,862",,,,,,"          $24,562,785.25","              $18,753.08","          $24,638,731.47","              $18,629.01","           1,309.8","           1,322.6",10.2,33.9,27.1,18.6,6.8,1.7,1.7,44.5,0.0,48.2,7.3,0.5,0.7,3.4,43.2,7.0,56.6,2.9,0.0,,85.5,506.0,,519.0,     169,Bristol-Plymouth Regional Vocational Technical,519.0
"     1,353",11.2,74.1,0.4,6.0,0.0,8.3,00440000,2018,"  $96,174","  1,013.0","     $97,396,208",486.7,483.8,,46.5,44.5,"         $236,236,972.74","              $14,297.20","         $258,885,443.62","              $14,491.29","          16,523.3","          17,864.9",13.3,24.9,23.4,20.5,14.6,1.6,1.7,0.4,3.0,82.9,13.7,0.4,2.1,58.2,48.0,15.4,52.0,4.6,0.2,,19.1,488.0,,501.0,     684,Brockton,501.0
       513,0.4,92.8,1.0,0.2,0.0,5.7,00460000,2018,"  $95,208",    631.0,"     $60,085,735",514.6,511.7,,63.1,60.4,"         $152,516,727.00","              $19,475.03","         $157,466,500.46","              $19,921.88","           7,831.4","           7,904.2",24.6,27.6,22.9,13.3,7.3,3.7,0.7,1.4,4.0,80.8,13.7,0.0,19.8,5.8,48.9,10.6,51.0,9.4,0.1,,54.2,637.0,,622.0,     503,Brookline,622.0
       243,1.6,94.7,0.0,0.0,0.0,3.7,00480000,2018,"  $98,474",    326.0,"     $32,063,224",500.5,503.2,,52.1,58.4,"          $69,835,113.91","              $19,888.11","          $78,897,855.19","              $21,749.93","           3,511.4","           3,627.5",19.7,30.2,18.9,14.5,11.6,2.7,2.5,0.0,2.9,85.1,12.0,0.3,16.9,6.0,49.7,6.0,50.3,4.0,0.0,,66.9,562.0,,562.0,     293,Burlington,562.0
       531,3.6,87.8,0.4,0.6,0.0,7.7,00490000,2018,"  $88,191",    684.0,"     $60,295,729",506.9,501.4,,55.6,52.0,"         $191,472,825.72","              $27,597.70","         $224,445,900.62","              $29,519.54","           6,938.0","           7,603.3",25.4,28.8,21.6,11.4,7.9,3.4,1.5,3.1,3.9,74.5,18.5,0.3,12.4,25.2,49.3,13.7,50.7,8.4,0.2,,39.9,572.0,,570.0,     558,Cambridge,570.0
       261,0.4,97.7,0.0,0.0,0.0,1.9,00500000,2018,"  $83,857",    252.0,"     $21,123,612",508.2,506.5,,54.7,53.4,"          $51,805,681.06","              $15,632.84","          $57,094,335.06","              $16,860.89","           3,313.9","           3,386.2",16.9,26.2,25.8,15.8,10.5,4.1,0.8,0.4,0.9,81.4,17.2,0.0,10.6,10.1,49.7,5.0,50.2,4.8,0.2,,69.2,584.0,,576.0,     294,Canton,576.0
       146,3.4,90.4,1.4,0.0,0.7,4.1,08150000,2018,"  $79,080",     66.0,"      $5,203,438",,,,,,"          $15,583,461.20","              $26,771.11","          $15,618,202.19","              $26,693.22",             582.1,             585.1,12.1,16.0,21.6,22.5,26.0,0.0,1.8,48.6,0.7,40.8,9.9,1.9,0.7,6.3,35.9,9.7,64.1,5.1,0.2,,76.3,493.0,,504.0,      58,Cape Cod Regional Vocational Technical,504.0
       110,3.6,93.6,0.0,0.0,0.0,2.7,00520000,2018,"  $72,740",    118.0,"      $8,576,088",497.6,495.1,,44.7,45.7,"          $22,845,000.91","              $14,581.61","          $25,084,827.23","              $15,178.09","           1,566.7","           1,652.7",22.1,15.1,23.6,23.4,12.8,2.0,1.0,0.0,0.0,95.4,4.6,0.2,0.4,1.1,50.3,1.3,49.7,1.1,0.1,,95.8,546.0,,555.0,      85,Carver,555.0
       124,4.0,92.7,0.8,0.0,0.0,2.4,06350000,2018,"  $73,652",    125.0,"      $9,199,152",494.1,494.2,,43.9,47.0,"          $26,599,391.66","              $16,519.31","          $28,880,888.38","              $15,744.05","           1,610.2","           1,834.4",13.7,22.6,23.4,24.5,11.9,0.0,3.8,1.6,0.6,88.7,9.1,0.2,1.2,0.7,48.3,3.2,51.7,3.4,0.0,,91.3,546.0,,553.0,     128,Central Berkshire,553.0
       407,2.9,92.9,0.5,0.0,0.0,3.7,00560000,2018,"  $78,671",    374.0,"     $29,391,399",508.8,506.5,,52.0,52.4,"          $68,763,044.92","              $13,723.79","          $78,677,232.10","              $14,953.95","           5,010.5","           5,261.3",15.2,27.6,22.3,19.0,10.2,3.2,2.4,0.6,1.5,83.2,14.7,0.1,14.5,2.9,48.4,5.4,51.6,2.8,0.1,,74.2,592.0,,581.0,     423,Chelmsford,581.0
       461,18.9,59.0,1.5,6.7,0.0,13.9,00570000,2018,"  $69,506",    414.0,"     $28,754,484",488.0,486.5,,50.5,43.5,"          $83,437,501.67","              $13,260.04","         $108,159,352.12","              $14,668.26","           6,292.4","           7,373.7",32.8,17.1,12.4,9.8,7.3,19.2,1.3,0.0,5.3,77.3,17.4,0.1,1.3,5.1,47.5,86.2,52.5,0.8,0.0,,6.4,468.0,,481.0,     222,Chelsea,481.0
       619,12.8,80.8,1.8,1.3,0.0,3.4,00610000,2018,"  $72,185",    617.0,"     $44,552,709",495.1,495.2,,43.7,43.9,"         $112,864,905.41","              $14,975.37","         $119,450,646.26","              $14,834.54","           7,536.7","           8,052.2",18.0,28.5,21.5,17.5,8.4,4.4,1.7,4.0,2.7,81.1,12.3,0.1,1.6,3.9,47.0,36.9,53.0,3.0,0.1,,54.4,527.0,,539.0,     286,Chicopee,539.0
        50,8.0,54.0,0.0,0.0,2.0,36.0,04370000,2018,,,,,,,,,"           $8,180,595.00","              $29,569.13","           $8,180,595.00","              $29,569.13",             276.7,             276.7,44.9,17.3,0.0,11.5,0.0,26.3,0.0,0.0,3.0,75.2,21.8,0.0,0.0,68.9,51.6,27.2,47.7,1.1,0.0,,2.8,483.0,,473.0,      19,City on a Hill Charter Public School Circuit Street (District),473.0
        53,1.9,69.9,0.0,0.0,0.0,28.3,35040000,2018,,,,,,,,,"           $5,248,919.33","              $19,805.00","           $5,248,919.33","              $19,805.00",             265.0,             265.0,49.1,18.2,15.1,0.0,0.0,17.6,0.0,0.0,2.4,78.1,19.4,0.0,2.6,69.9,54.4,25.0,45.6,1.8,0.4,,0.4,484.0,,476.0,      25,City on a Hill Charter Public School Dudley Square (District),476.0
        46,12.5,53.9,2.3,2.3,0.0,29.2,35070000,2018,,,,,,,,,"           $4,125,298.07","              $18,039.61","           $4,125,298.07","              $18,039.61",             228.7,             228.7,34.0,9.0,0.0,12.8,0.0,44.2,0.0,0.0,3.8,82.9,13.3,0.0,1.3,13.6,53.4,46.2,46.2,4.7,0.0,,34.3,,,,       1,City on a Hill Charter Public School New Bedford (District),
       118,7.6,88.1,0.0,0.8,0.0,3.4,00640000,2018,"  $66,428",    151.0,"     $10,050,569",494.6,486.7,,48.3,43.3,"          $24,613,143.33","              $13,313.76","          $30,724,346.04","              $14,244.68","           1,848.7","           2,156.9",24.2,17.9,21.1,20.0,6.7,6.7,3.4,0.0,3.9,78.7,17.4,0.1,1.4,4.0,46.6,24.3,53.4,1.8,0.1,,68.4,505.0,,520.0,     115,Clinton,520.0
        29,6.9,79.3,0.0,0.0,0.0,13.8,04380000,2018,,,,482.5,474.7,,48.4,45.1,"           $7,876,753.82","              $22,888.89","           $7,876,753.82","              $22,888.89",             344.1,             344.1,40.4,13.8,15.1,0.0,0.0,30.7,0.0,0.0,5.2,94.8,0.0,0.3,0.0,76.8,49.0,21.2,51.0,0.9,0.6,,0.3,418.0,,440.0,      38,Codman Academy Charter Public (District),440.0
        96,0.0,97.9,0.0,0.0,0.0,2.1,00650000,2018,"  $89,739",    114.0,"     $10,185,326",510.4,503.7,,52.0,45.7,"          $25,251,855.75","              $16,001.43","          $27,114,208.15","              $16,953.80","           1,578.1","           1,599.3",16.9,15.7,17.9,31.0,13.9,3.7,0.9,0.0,0.0,99.1,0.9,0.2,2.4,3.0,48.5,1.2,51.5,1.2,0.0,,92.0,591.0,,593.0,     142,Cohasset,593.0
        53,0.0,90.6,0.0,0.0,0.0,9.4,04360000,2018,,,,501.2,499.9,,46.0,49.6,"           $7,596,662.00","              $21,003.24","           $7,596,662.00","              $21,003.24",             361.7,             361.7,48.0,30.1,5.2,0.0,0.0,16.7,0.0,0.0,4.4,93.8,1.9,0.8,4.1,63.3,50.7,22.5,49.3,4.1,0.0,,5.2,542.0,,509.0,      93,Community Charter School of Cambridge (District),509.0
       328,0.6,97.6,0.0,0.0,0.0,1.8,06400000,2018," $102,630",    103.0,"     $10,529,788",,,,,,"          $25,677,748.96","              $20,293.80","          $29,554,691.73","              $22,471.63","           1,265.3","           1,315.2",9.2,19.5,29.6,27.0,11.1,2.2,1.4,0.0,0.3,92.4,7.3,0.0,8.9,4.1,52.0,4.5,47.9,3.8,0.0,,78.7,644.0,,631.0,     305,Concord-Carlisle,631.0
       243,1.6,92.2,0.8,0.0,0.0,5.3,00710000,2018,"  $78,007",    273.0,"     $21,295,833",498.5,495.8,,44.2,44.0,"          $54,664,903.58","              $15,680.82","          $59,747,277.88","              $16,621.86","           3,486.1","           3,594.5",23.3,24.0,20.2,19.0,9.0,4.1,0.5,0.4,0.0,98.1,1.5,0.2,2.7,2.0,48.7,7.2,51.3,2.6,0.1,,85.2,549.0,,548.0,     254,Danvers,548.0
       263,1.1,93.2,1.5,0.8,0.0,3.4,00720000,2018,"  $77,109",    275.0,"     $21,184,838",503.4,500.4,,58.3,54.9,"          $48,140,603.57","              $13,076.71","          $52,649,664.22","              $14,001.83","           3,681.4","           3,760.2",13.0,21.8,25.5,28.0,8.7,2.1,1.0,0.0,0.0,96.9,3.1,0.0,0.5,1.4,47.0,3.2,53.0,5.8,0.0,,89.0,546.0,,564.0,     274,Dartmouth,564.0
       171,2.9,88.9,1.2,0.6,0.0,6.4,00730000,2018,"  $79,564",    244.0,"     $19,381,836",499.4,501.0,,41.6,51.6,"          $51,561,575.38","              $19,290.50","          $55,884,639.29","              $20,291.43","           2,672.9","           2,754.1",22.9,30.5,17.7,14.1,8.7,4.4,1.7,0.0,0.1,89.4,10.5,0.2,2.7,7.1,48.3,14.6,51.7,4.1,0.0,,71.3,574.0,,558.0,     198,Dedham,558.0
       218,6.0,81.7,2.3,1.4,0.0,8.7,06450000,2018,"  $74,673",    286.0,"     $21,333,980",493.7,493.0,,45.9,47.8,"          $51,328,466.58","              $17,106.07","          $56,065,968.42","              $15,777.23","           3,000.6","           3,553.6",12.5,18.2,22.6,24.7,17.9,1.4,2.9,0.0,2.8,87.0,10.2,2.1,2.3,9.2,48.2,11.1,51.8,6.3,0.2,,68.8,529.0,,548.0,     218,Dennis-Yarmouth,548.0
       215,3.7,90.7,0.5,0.0,0.0,5.1,06500000,2018,"  $72,299",    228.0,"     $16,455,190",501.9,499.2,,50.4,48.7,"          $40,343,699.50","              $13,935.17","          $43,392,005.95","              $14,640.67","           2,895.1","           2,963.8",13.4,21.9,23.4,19.0,15.9,4.3,2.2,5.0,0.4,87.2,7.4,0.1,1.2,1.1,48.0,4.4,52.0,3.3,0.0,,89.8,550.0,,568.0,     183,Dighton-Rehoboth,568.0
        95,3.2,92.6,1.1,2.1,0.0,1.1,00770000,2018,"  $69,468",     94.0,"      $6,550,786",505.5,498.2,,54.3,54.6,"          $17,187,513.68","              $13,254.81","          $20,244,393.82","              $14,499.64","           1,296.7","           1,396.2",12.4,24.6,24.4,17.9,11.4,8.1,1.2,0.0,1.1,91.7,7.2,0.1,1.2,0.2,48.8,3.4,51.2,2.3,0.2,,92.6,536.0,,560.0,      98,Douglas,560.0
       165,0.6,98.2,0.0,0.0,0.0,1.2,06550000,2018,"  $94,331",    108.0,"     $10,159,429",517.8,514.1,,58.1,51.4,"          $24,174,137.17","              $20,573.73","          $25,388,616.28","              $20,970.20","           1,175.0","           1,210.7",12.1,26.7,24.7,17.0,14.2,3.2,2.1,0.0,0.6,89.2,10.2,0.2,8.8,2.3,49.5,2.9,50.5,4.2,0.0,,81.5,643.0,,632.0,     170,Dover-Sherborn,632.0
       205,3.9,88.8,1.5,1.5,0.0,4.4,00790000,2018,"  $76,066",    210.0,"     $15,943,505",501.3,496.8,,50.4,50.2,"          $41,541,654.22","              $11,587.95","          $48,877,695.13","              $12,326.67","           3,584.9","           3,965.2",16.0,22.2,25.4,15.9,13.6,5.9,1.0,0.0,0.8,90.2,9.1,0.1,6.1,5.9,49.1,8.3,50.9,1.8,0.1,,77.7,555.0,,549.0,     213,Dracut,549.0
       317,5.4,90.9,0.9,0.9,0.0,1.9,06580000,2018,"  $70,594",    272.0,"     $19,208,540",501.2,499.1,,45.6,42.2,"          $46,863,906.45","              $11,919.81","          $50,590,275.67","              $12,547.19","           3,931.6","           4,032.0",14.3,20.4,23.6,23.3,13.5,3.2,1.6,0.0,1.3,90.7,8.0,0.2,1.3,1.7,49.1,8.0,50.9,2.6,0.1,,86.1,575.0,,565.0,     285,Dudley-Charlton Reg,565.0
       286,1.0,96.2,0.3,0.0,0.0,2.4,00820000,2018,"  $82,702",    229.0,"     $18,922,183",510.0,507.2,,57.6,53.1,"          $45,826,750.52","              $14,926.79","          $47,728,899.52","              $15,288.90","           3,070.1","           3,121.8",21.0,20.1,25.2,17.8,12.0,2.7,1.2,0.0,0.0,87.0,13.0,0.1,1.4,0.3,49.7,2.3,50.3,3.0,0.0,,93.0,592.0,,601.0,     335,Duxbury,601.0
       166,2.4,94.6,0.0,0.0,0.0,3.0,00830000,2018,"  $72,485",    155.0,"     $11,206,254",503.0,499.5,,49.3,43.5,"          $27,479,090.11","              $11,999.08","          $30,246,793.73","              $12,767.21","           2,290.1","           2,369.1",25.4,24.4,16.4,16.6,9.8,7.4,0.0,1.6,0.7,96.3,1.4,0.4,0.7,3.0,49.5,2.2,50.5,2.9,0.1,,90.8,510.0,,535.0,     134,East Bridgewater,535.0
       217,0.0,97.7,0.5,0.5,0.0,1.4,00870000,2018,"  $74,655",    206.0,"     $15,386,470",505.4,500.9,,53.5,48.2,"          $38,308,309.98","              $14,343.38","          $42,304,355.02","              $15,311.58","           2,670.8","           2,762.9",11.8,21.0,22.2,25.0,17.3,1.1,1.7,1.6,1.5,81.4,15.6,0.2,5.4,2.9,48.4,7.1,51.6,2.4,0.1,,81.9,561.0,,556.0,     219,East Longmeadow,556.0
       114,5.3,86.8,3.5,1.8,0.0,2.6,00860000,2018,"  $67,605",    117.0,"      $7,882,715",494.0,492.2,,46.0,45.3,"          $22,347,240.80","              $14,352.76","          $27,570,761.31","              $14,741.36","           1,557.0","           1,870.3",18.7,24.1,25.8,14.0,13.2,3.2,1.0,0.3,0.0,96.3,3.5,0.3,3.8,1.4,49.0,12.2,51.0,2.7,0.1,,79.6,554.0,,571.0,      80,Easthampton,571.0
       331,0.6,96.4,0.0,0.0,0.0,3.0,00880000,2018,"  $77,666",    270.0,"     $20,985,465",506.4,506.9,,55.0,55.0,"          $49,188,987.20","              $13,279.61","          $53,352,585.35","              $14,060.13","           3,704.1","           3,794.6",16.1,25.1,21.4,20.5,11.0,4.8,1.1,0.0,0.7,83.0,16.2,0.3,3.1,5.7,50.1,4.7,49.9,3.0,0.1,,83.1,569.0,,569.0,     381,Easton,569.0
